ts,cch,hka,hko,hks,jkb,lfs,pen,sek,sha,skg,tkl,tpo,tun,ty1,wgl,g153
1696734000,49.3,16.9,8.3,14.8,16.2,30.2,34.2,9999.0,20.2,32.4,17.6,26.9,12.2,13.3,70.2,33.8
1696737600,53.3,20.5,10.1,15.1,14.4,27.0,33.1,9999.0,18.0,35.3,16.9,27.0,9.4,10.4,82.4,33.5
1696741200,51.1,25.2,20.9,27.7,13.0,34.6,27.4,9999.0,19.4,35.3,21.2,28.0,11.9,12.2,81.0,32.7
1696744800,48.2,26.3,18.0,28.8,11.5,36.4,32.0,9999.0,20.2,32.4,19.8,28.3,13.7,11.5,81.7,31.4
1696748400,54.4,22.7,8.6,26.6,16.6,33.5,29.9,9999.0,13.7,33.5,19.8,27.5,11.9,12.6,81.7,29.6
1696752000,49.0,25.2,16.6,15.1,13.0,33.8,36.4,9999.0,18.7,41.0,24.1,28.2,13.3,12.6,85.0,30.4
1696755600,57.2,27.7,19.8,23.4,21.4,36.0,37.8,9999.0,20.5,47.9,21.2,28.3,13.0,15.5,89.6,27.0
1696759200,62.3,26.6,22.7,22.7,16.6,36.7,27.7,9999.0,20.9,41.8,24.5,27.1,13.3,11.9,91.4,26.4
1696762800,60.3,24.6,23.6,22.7,19.2,37.9,27.8,9999.0,22.0,40.9,25.7,28.6,15.4,11.8,89.7,26.7
1696766400,61.9,24.2,22.1,23.3,18.2,40.0,29.7,9999.0,22.6,42.7,24.8,27.8,13.1,11.1,90.5,24.0
1696770000,51.2,25.9,24.9,19.3,26.0,37.8,27.4,9999.0,25.0,45.5,24.2,26.9,12.6,8.3,94.6,27.5
1696773600,62.1,26.5,30.5,27.9,17.3,37.1,35.7,9999.0,24.5,43.4,25.1,27.0,14.1,9.4,87.5,28.8
1696777200,61.6,28.4,27.4,21.4,17.3,29.0,36.3,9999.0,19.7,37.8,22.7,24.7,16.3,11.8,72.2,30.1
