ts,cch_windDir,g153_windDir,hka_windDir,hko_windDir,hks_windDir,jkb_windDir,lfs_windDir,pen_windDir,sek_windDir,sha_windDir,skg_windDir,tkl_windDir,tpo_windDir,tun_windDir,ty1_windDir,wgl_windDir,cch_windspeed,g153_windspeed,hka_windspeed,hko_windspeed,hks_windspeed,jkb_windspeed,lfs_windspeed,pen_windspeed,sek_windspeed,sha_windspeed,skg_windspeed,tkl_windspeed,tpo_windspeed,tun_windspeed,ty1_windspeed,wgl_windspeed
1693500060.0,341.0,,338.0,289.0,,354.0,1.0,332.0,,,,,,,336.0,348.0,22.0,,14.0,10.0,,12.0,26.0,26.0,,,,,,,12.0,27.0
1693500120.0,340.0,,339.0,289.0,,355.0,1.0,334.0,,,,,,,335.0,347.0,22.0,,15.0,10.0,,11.0,25.0,25.0,,,,,,,12.0,27.0
1693500180.0,339.0,,339.0,288.0,,358.0,1.0,334.0,,,,,,,336.0,347.0,23.0,,15.0,10.0,,10.0,24.0,24.0,,,,,,,12.0,27.0
1693500240.0,339.0,,340.0,287.0,,359.0,1.0,334.0,,,,,,,335.0,347.0,23.0,,15.0,11.0,,10.0,24.0,23.0,,,,,,,12.0,27.0
1693500300.0,339.0,,340.0,287.0,,360.0,2.0,334.0,,,,,,,335.0,347.0,23.0,,16.0,12.0,,10.0,24.0,23.0,,,,,,,12.0,27.0
1693500360.0,337.0,,339.0,288.0,,352.0,2.0,334.0,,,,,,,336.0,347.0,23.0,,16.0,12.0,,10.0,24.0,23.0,,,,,,,12.0,26.0
1693500420.0,338.0,,338.0,287.0,,352.0,2.0,334.0,,,,,,,336.0,348.0,23.0,,16.0,13.0,,10.0,24.0,23.0,,,,,,,12.0,27.0
1693500480.0,338.0,,338.0,287.0,,353.0,1.0,334.0,,,,,,,336.0,349.0,24.0,,16.0,14.0,,10.0,23.0,23.0,,,,,,,12.0,27.0
1693500540.0,338.0,,338.0,288.0,,353.0,360.0,333.0,,,,,,,336.0,350.0,23.0,,16.0,15.0,,10.0,24.0,24.0,,,,,,,12.0,28.0
1693500600.0,339.0,,339.0,287.0,,352.0,359.0,334.0,,,,,,,337.0,349.0,23.0,,17.0,15.0,,10.0,24.0,23.0,,,,,,,12.0,28.0
1693500660.0,340.0,,339.0,286.0,321.0,351.0,360.0,333.0,,,,301.0,,345.0,336.0,349.0,22.0,,17.0,15.0,10.0,11.0,24.0,23.0,,,,5.0,,7.0,12.0,29.0
1693500720.0,341.0,,340.0,285.0,324.0,351.0,360.0,331.0,,,,306.0,,344.0,337.0,348.0,22.0,,17.0,15.0,10.0,12.0,25.0,23.0,,,,4.0,,7.0,12.0,30.0
1693500780.0,343.0,,340.0,285.0,327.0,351.0,359.0,331.0,,,,310.0,,341.0,336.0,348.0,21.0,,17.0,15.0,10.0,12.0,25.0,23.0,,,,5.0,,8.0,12.0,30.0
1693500840.0,344.0,,340.0,285.0,326.0,350.0,358.0,331.0,,,,311.0,,341.0,335.0,350.0,19.0,,17.0,15.0,10.0,12.0,25.0,23.0,,,,5.0,,7.0,12.0,30.0
1693500900.0,345.0,,340.0,285.0,325.0,351.0,357.0,331.0,,,,312.0,,341.0,335.0,351.0,19.0,,18.0,15.0,10.0,12.0,25.0,23.0,,,,4.0,,7.0,12.0,30.0
1693500960.0,346.0,,342.0,286.0,322.0,351.0,357.0,330.0,,,,313.0,,341.0,333.0,351.0,19.0,,18.0,15.0,11.0,12.0,25.0,22.0,,,,4.0,,6.0,12.0,32.0
1693501020.0,347.0,,343.0,286.0,321.0,350.0,356.0,331.0,,,,311.0,,337.0,333.0,351.0,19.0,,18.0,15.0,11.0,12.0,26.0,23.0,,,,4.0,,6.0,12.0,32.0
1693501080.0,346.0,,343.0,288.0,322.0,349.0,356.0,331.0,,,,311.0,,338.0,333.0,351.0,19.0,,19.0,14.0,10.0,13.0,25.0,22.0,,,,4.0,,6.0,12.0,33.0
1693501140.0,348.0,,343.0,288.0,322.0,349.0,356.0,332.0,,,,308.0,,342.0,331.0,350.0,19.0,,19.0,14.0,10.0,14.0,25.0,22.0,,,,4.0,,8.0,12.0,33.0
1693501200.0,350.0,,342.0,288.0,324.0,351.0,356.0,330.0,,,,309.0,,345.0,329.0,350.0,19.0,,18.0,14.0,10.0,13.0,25.0,22.0,,,,3.0,,8.0,12.0,34.0
1693501260.0,351.0,315.0,341.0,287.0,325.0,351.0,356.0,330.0,,348.0,338.0,311.0,,347.0,330.0,349.0,20.0,14.0,18.0,14.0,9.0,12.0,24.0,23.0,1.0,8.0,18.0,3.0,,9.0,12.0,34.0
